src_id,wfs_id,object_id,VersieId,GeometrieMethode,GebouwStatus,area_m2,centroid_x,centroid_y,panel_m2,kwh_year,co2_tons,rank
Gebouw.20591951,https://data.vlaanderen.be/id/gebouw/20591951,20591951,2025-06-17 05:23:05,IngemetenGRB,Gerealiseerd,64277.72433903354,171407.69219697607,174258.31065508857,38566.63460342013,7713326.920684026,1774.065191757326,1
Gebouw.19740151,https://data.vlaanderen.be/id/gebouw/19740151,19740151,2024-04-15 17:06:30,IngemetenGRB,Gerealiseerd,19750.47118784952,173124.16317773517,179225.92922578764,11850.282712709713,2370056.5425419426,545.1130047846468,2
Gebouw.16580848,https://data.vlaanderen.be/id/gebouw/16580848,16580848,2023-11-03 20:01:35,IngemetenGRB,Gerealiseerd,11342.750735953829,170512.0244885159,181694.9095344208,6805.650441572297,1361130.0883144594,313.0599203123257,3
Gebouw.19697068,https://data.vlaanderen.be/id/gebouw/19697068,19697068,2023-11-03 04:05:57,IngemetenGRB,Gerealiseerd,8345.70085731566,171291.77563565722,175336.38992839522,5007.420514389396,1001484.1028778792,230.34134366191222,4
Gebouw.14572288,https://data.vlaanderen.be/id/gebouw/14572288,14572288,2025-09-17 09:18:33,IngemetenGRB,Gerealiseerd,8147.909897948479,171981.86527026154,174663.2703684371,4888.745938769087,977749.1877538174,224.88231318337802,5
Gebouw.14137556,https://data.vlaanderen.be/id/gebouw/14137556,14137556,2023-11-02 15:37:47,IngemetenGRB,Gehistoreerd,7602.286771269155,171888.1650337698,172840.3390658173,4561.372062761493,912274.4125522986,209.8231148870287,6
Gebouw.13971133,https://data.vlaanderen.be/id/gebouw/13971133,13971133,2023-11-02 13:53:01,IngemetenGRB,Gerealiseerd,6815.707035154141,175327.91564673922,171414.87551727518,4089.424221092484,817884.8442184968,188.1135141702543,7
Gebouw.14120699,https://data.vlaanderen.be/id/gebouw/14120699,14120699,2023-11-02 16:02:11,IngemetenGRB,Gehistoreerd,6814.365465910127,175684.11940624827,171244.39570540073,4088.6192795460756,817723.8559092152,188.07648685911948,8
Gebouw.30664614,https://data.vlaanderen.be/id/gebouw/30664614,30664614,2025-09-23 18:35:32,IngemetenGRB,Gerealiseerd,6234.197476281041,172838.4791447919,174374.70202020658,3740.5184857686245,748103.6971537248,172.0638503453567,9
Gebouw.14016377,https://data.vlaanderen.be/id/gebouw/14016377,14016377,2023-11-02 13:56:25,IngemetenGRB,Gerealiseerd,6211.541717934924,175291.87313326704,171121.69541014434,3726.9250307609545,745385.006152191,171.43855141500393,10
Gebouw.14137576,https://data.vlaanderen.be/id/gebouw/14137576,14137576,2024-01-08 09:38:53,IngemetenGRB,Gerealiseerd,6119.423018835683,171965.50424767967,172326.75616289175,3671.65381130141,734330.762260282,168.89607531986485,11
Gebouw.14124260,https://data.vlaanderen.be/id/gebouw/14124260,14124260,2025-03-25 20:31:16,IngemetenGRB,Gerealiseerd,6061.5897780114465,170803.6157598094,173794.41990219432,3636.9538668068676,727390.7733613736,167.29987787311595,12
Gebouw.13965454,https://data.vlaanderen.be/id/gebouw/13965454,13965454,2023-11-02 15:14:22,IngemetenGRB,Gerealiseerd,5513.127310879878,174461.60570938632,170775.95445125276,3307.8763865279266,661575.2773055853,152.16231378028462,13
Gebouw.14542407,https://data.vlaanderen.be/id/gebouw/14542407,14542407,2023-11-02 17:10:58,IngemetenGRB,Gerealiseerd,4331.603403763323,172345.2089657151,172477.2852176846,2598.9620422579933,519792.40845159866,119.5522539438677,14
Gebouw.12641129,https://data.vlaanderen.be/id/gebouw/12641129,12641129,2023-11-02 09:55:42,IngemetenGRB,Gerealiseerd,4253.520794834459,177217.4598676678,172522.5365172497,2552.112476900675,510422.495380135,117.39717393743106,15
Gebouw.14571733,https://data.vlaanderen.be/id/gebouw/14571733,14571733,2023-11-02 15:44:34,IngemetenGRB,Gerealiseerd,4160.738713022899,174735.38657806086,171130.31967276896,2496.443227813739,499288.64556274784,114.836388479432,16
Gebouw.13958547,https://data.vlaanderen.be/id/gebouw/13958547,13958547,2024-04-15 17:08:54,IngemetenGRB,Gerealiseerd,4156.38276933579,171269.42999243777,174548.05999473543,2493.8296616014736,498765.9323202947,114.71616443366779,17
Gebouw.14572185,https://data.vlaanderen.be/id/gebouw/14572185,14572185,2025-06-21 00:47:49,IngemetenGRB,Gerealiseerd,4152.967305023196,173496.85971139834,175353.9119584753,2491.7803830139173,498356.07660278346,114.6218976186402,18
Gebouw.14246292,https://data.vlaanderen.be/id/gebouw/14246292,14246292,2023-11-02 16:22:30,IngemetenGRB,Gehistoreerd,4089.6144087610983,177760.75686895184,175197.34209237108,2453.768645256659,490753.7290513318,112.87335768180631,19
Gebouw.14031359,https://data.vlaanderen.be/id/gebouw/14031359,14031359,2023-11-02 15:55:08,IngemetenGRB,Gerealiseerd,4070.739873134339,173066.66585630694,175408.39298540525,2442.4439238806035,488488.7847761207,112.35242049850777,20
Gebouw.14152767,https://data.vlaanderen.be/id/gebouw/14152767,14152767,2023-11-02 16:08:25,IngemetenGRB,Gerealiseerd,3904.3364904919895,174241.19637700476,173238.39543926754,2342.6018942951937,468520.37885903876,107.75968713757892,21
Gebouw.14082308,https://data.vlaanderen.be/id/gebouw/14082308,14082308,2023-11-02 17:01:59,IngemetenGRB,Gehistoreerd,3765.112004073758,173167.5085077214,175074.2481976976,2259.0672024442547,451813.44048885093,103.91709131243572,22
Gebouw.19741273,https://data.vlaanderen.be/id/gebouw/19741273,19741273,2025-05-15 22:04:09,IngemetenGRB,Gerealiseerd,3375.0095677396653,172756.7994978034,173306.29612804137,2025.005740643799,405001.1481287598,93.15026406961476,23
Gebouw.18134965,https://data.vlaanderen.be/id/gebouw/18134965,18134965,2023-11-02 06:54:25,IngemetenGRB,Gerealiseerd,3351.829916590477,175419.13549799426,172108.9042917502,2011.097949954286,402219.5899908572,92.51050569789716,24
Gebouw.31607772,https://data.vlaanderen.be/id/gebouw/31607772,31607772,2024-03-28 14:47:23,Ingeschetst,InAanbouw,3306.697315902695,170692.49778084242,178086.70949822324,1984.0183895416171,396803.6779083234,91.26484591891439,25
Gebouw.16119398,https://data.vlaanderen.be/id/gebouw/16119398,16119398,2023-11-03 12:00:59,IngemetenGRB,Gehistoreerd,3251.3339428599634,169507.44338574825,181593.06080191862,1950.800365715978,390160.0731431956,89.736816822935,26
Gebouw.31471319,https://data.vlaanderen.be/id/gebouw/31471319,31471319,2024-12-18 00:37:38,IngemetenGRB,Gerealiseerd,3237.7262096087898,175725.4356178319,171531.6705729619,1942.6357257652737,388527.14515305473,89.36124338520258,27
Gebouw.19745375,https://data.vlaanderen.be/id/gebouw/19745375,19745375,2024-12-18 00:37:01,IngemetenGRB,Gerealiseerd,3095.217908723201,174153.54573727294,177002.947762187,1857.1307452339206,371426.14904678415,85.42801428076035,28
Gebouw.19744207,https://data.vlaanderen.be/id/gebouw/19744207,19744207,2023-11-03 05:04:56,IngemetenGRB,Gerealiseerd,2905.463075867319,175041.1618384377,171177.48238144166,1743.2778455203913,348655.5691040783,80.19078089393801,29
Gebouw.19743749,https://data.vlaanderen.be/id/gebouw/19743749,19743749,2023-11-03 05:04:52,IngemetenGRB,Gerealiseerd,2901.357351721239,171523.98058403688,172490.71200924163,1740.8144110327432,348162.88220654865,80.0774629075062,30
Gebouw.14323793,https://data.vlaanderen.be/id/gebouw/14323793,14323793,2023-11-02 19:39:50,IngemetenGRB,Gehistoreerd,2755.427142081541,174470.79342229443,177817.44499129136,1653.2562852489248,330651.25704978494,76.04978912145053,31
Gebouw.14059872,https://data.vlaanderen.be/id/gebouw/14059872,14059872,2023-11-02 16:48:55,IngemetenGRB,Gerealiseerd,2599.260845432781,174783.80896852046,171420.13425049075,1559.5565072596685,311911.3014519337,71.73959933394474,32
Gebouw.30804714,https://data.vlaanderen.be/id/gebouw/30804714,30804714,2023-11-04 00:43:54,IngemetenGRB,Gerealiseerd,2582.76936332294,173731.7795822623,173981.23809129148,1549.661617993764,309932.3235987528,71.28443442771315,33
Gebouw.19755379,https://data.vlaanderen.be/id/gebouw/19755379,19755379,2023-11-03 05:19:55,IngemetenGRB,Gehistoreerd,2542.72439364429,174473.33424545566,177821.2387581697,1525.634636186574,305126.9272373148,70.17919326458241,34
Gebouw.19291327,https://data.vlaanderen.be/id/gebouw/19291327,19291327,2023-11-02 22:12:28,IngemetenGRB,Gehistoreerd,2431.057491213896,175375.64291219457,171678.89810623173,1458.6344947283376,291726.8989456675,67.09718675750352,35
Gebouw.14097914,https://data.vlaanderen.be/id/gebouw/14097914,14097914,2024-12-19 00:37:19,IngemetenGRB,Gerealiseerd,2377.455754622271,172315.55146129563,173752.39621279572,1426.4734527733624,285294.6905546725,65.61777882757467,36
Gebouw.12652974,https://data.vlaanderen.be/id/gebouw/12652974,12652974,2023-11-02 09:36:05,IngemetenGRB,Gehistoreerd,2370.6988584845476,176001.54717966303,181417.7502316244,1422.4193150907286,284483.8630181457,65.43128849417351,37
Gebouw.19742355,https://data.vlaanderen.be/id/gebouw/19742355,19742355,2024-11-06 18:08:01,IngemetenGRB,Gerealiseerd,2331.9312688124255,173648.7036099176,174235.54491856144,1399.1587612874553,279831.75225749105,64.36130301922294,38
Gebouw.10465342,https://data.vlaanderen.be/id/gebouw/10465342,10465342,2023-11-03 22:56:27,IngemetenGRB,Gehistoreerd,2289.20708551738,172774.46007221632,168444.00761619385,1373.524251310428,274704.8502620856,63.18211556027969,39
Gebouw.17379312,https://data.vlaanderen.be/id/gebouw/17379312,17379312,2023-11-02 10:53:23,IngemetenGRB,Gerealiseerd,2212.568485561346,170719.40856547246,175240.53590713924,1327.5410913368075,265508.2182673615,61.06689020149315,40
Gebouw.13990718,https://data.vlaanderen.be/id/gebouw/13990718,13990718,2023-11-02 15:54:58,IngemetenGRB,Gerealiseerd,2121.824809153645,174707.29677024455,171048.98310518987,1273.0948854921871,254618.97709843743,58.56236473264061,41
Gebouw.14336296,https://data.vlaanderen.be/id/gebouw/14336296,14336296,2023-11-02 19:45:40,IngemetenGRB,Gerealiseerd,2065.138230320595,177910.87748561444,179077.53023754238,1239.082938192357,247816.5876384714,56.997815156848425,42
Gebouw.12156699,https://data.vlaanderen.be/id/gebouw/12156699,12156699,2023-11-03 18:52:38,IngemetenGRB,Gehistoreerd,2025.6010727334506,176530.34745557987,172675.54887912745,1215.3606436400703,243072.12872801407,55.90658960744324,43
Gebouw.14055192,https://data.vlaanderen.be/id/gebouw/14055192,14055192,2025-09-17 08:00:20,IngemetenGRB,Gerealiseerd,1891.2729568981556,174627.16440445144,170900.5493322934,1134.7637741388933,226952.75482777864,52.19913361038908,44
Gebouw.14107927,https://data.vlaanderen.be/id/gebouw/14107927,14107927,2025-06-21 00:47:48,IngemetenGRB,Gerealiseerd,1884.2405439277538,172646.48034101518,174347.56085192048,1130.5443263566522,226108.86527133043,52.005039012406,45
Gebouw.13135715,https://data.vlaanderen.be/id/gebouw/13135715,13135715,2023-11-02 11:15:37,IngemetenGRB,Gehistoreerd,1870.9191341364863,170583.69530123725,178165.61339200014,1122.5514804818918,224510.29609637836,51.63736810216703,46
Gebouw.16961451,https://data.vlaanderen.be/id/gebouw/16961451,16961451,2023-11-02 09:40:57,IngemetenGRB,Gehistoreerd,1804.5315671898861,177833.6558716927,176185.0476346923,1082.7189403139316,216543.78806278633,49.80507125444086,47
Gebouw.14148817,https://data.vlaanderen.be/id/gebouw/14148817,14148817,2023-11-02 14:39:32,IngemetenGRB,Gehistoreerd,1742.845933190744,173010.350873425,173800.6147746827,1045.7075599144464,209141.51198288926,48.10254775606453,48
Gebouw.15018699,https://data.vlaanderen.be/id/gebouw/15018699,15018699,2025-11-08 22:11:54,IngemetenGRB,Gerealiseerd,1734.7230003996283,173622.7147479424,173094.00306091848,1040.833800239777,208166.7600479554,47.87835481102975,49
Gebouw.14362814,https://data.vlaanderen.be/id/gebouw/14362814,14362814,2023-11-02 16:29:13,IngemetenGRB,Gerealiseerd,1689.1040822779828,173432.89436902094,173606.30685921095,1013.4624493667897,202692.48987335793,46.61927267087233,50
Gebouw.14239090,https://data.vlaanderen.be/id/gebouw/14239090,14239090,2023-11-02 14:14:12,IngemetenGRB,Gerealiseerd,1688.3152391216481,175596.0564463488,170968.94373961215,1012.9891434729889,202597.82869459776,46.59750059975748,51
Gebouw.14117244,https://data.vlaanderen.be/id/gebouw/14117244,14117244,2023-11-02 16:57:57,IngemetenGRB,Gehistoreerd,1672.1676893512388,175907.6645326213,175019.7301962108,1003.3006136107432,200660.12272214863,46.15182822609418,52
Gebouw.14070340,https://data.vlaanderen.be/id/gebouw/14070340,14070340,2024-02-14 08:25:55,IngemetenGRB,Gerealiseerd,1651.644742591056,173645.11939286249,176215.30697133334,990.9868455546335,198197.3691109267,45.58539489551314,53
Gebouw.14087054,https://data.vlaanderen.be/id/gebouw/14087054,14087054,2024-01-23 18:32:32,IngemetenGRB,Gerealiseerd,1631.1361343669557,170841.06156863057,173066.45097820615,978.6816806201734,195736.3361240347,45.01935730852798,54
Gebouw.19702733,https://data.vlaanderen.be/id/gebouw/19702733,19702733,2023-11-03 04:10:08,IngemetenGRB,Gerealiseerd,1629.2482178954672,168849.4723553132,180991.04655634012,977.5489307372802,195509.78614745603,44.967250813914895,55
Gebouw.19740669,https://data.vlaanderen.be/id/gebouw/19740669,19740669,2025-06-21 00:47:47,IngemetenGRB,Gerealiseerd,1619.1958603589208,172611.35760968548,174327.20866309802,971.5175162153524,194303.50324307047,44.68980574590621,56
Gebouw.14682046,https://data.vlaanderen.be/id/gebouw/14682046,14682046,2023-11-02 15:47:43,IngemetenGRB,Gerealiseerd,1609.654305023505,172688.77783538125,174512.5070657728,965.792583014103,193158.5166028206,44.42645881864874,57
Gebouw.14035481,https://data.vlaanderen.be/id/gebouw/14035481,14035481,2023-11-02 16:59:10,IngemetenGRB,Gerealiseerd,1598.848739047009,173653.84612083976,176090.08646423384,959.3092434282054,191861.84868564107,44.12822519769745,58
Gebouw.19292532,https://data.vlaanderen.be/id/gebouw/19292532,19292532,2023-11-02 22:12:42,IngemetenGRB,Gerealiseerd,1598.4223206703473,173816.70237780624,173749.54024225057,959.0533924022084,191810.67848044168,44.11645605050159,59
Gebouw.14137622,https://data.vlaanderen.be/id/gebouw/14137622,14137622,2023-11-02 15:37:44,IngemetenGRB,Gehistoreerd,1578.2350535291557,177796.65413063834,175449.53196893842,946.9410321174934,189388.20642349866,43.559287477404695,60
Gebouw.19742836,https://data.vlaanderen.be/id/gebouw/19742836,19742836,2024-01-23 18:31:59,IngemetenGRB,Gerealiseerd,1578.1035974835386,170809.43615723524,173088.8572526201,946.8621584901231,189372.43169802462,43.55565929054566,61
Gebouw.14108674,https://data.vlaanderen.be/id/gebouw/14108674,14108674,2023-11-02 16:55:31,IngemetenGRB,Gehistoreerd,1570.577899680718,174080.97349981387,171319.26713169288,942.3467398084308,188469.34796168617,43.34795003118782,62
Gebouw.13964744,https://data.vlaanderen.be/id/gebouw/13964744,13964744,2023-11-02 15:17:48,IngemetenGRB,Gerealiseerd,1568.0990730074725,174357.1099722437,174357.93859099766,940.8594438044835,188171.8887608967,43.27953441500624,63
Gebouw.14727665,https://data.vlaanderen.be/id/gebouw/14727665,14727665,2023-11-02 15:49:25,IngemetenGRB,Gerealiseerd,1563.5385252919314,175815.49561858925,171303.78006103175,938.1231151751588,187624.62303503175,43.1536632980573,64
Gebouw.19738339,https://data.vlaanderen.be/id/gebouw/19738339,19738339,2023-11-03 04:51:57,IngemetenGRB,Gerealiseerd,1559.415732319272,173384.85942946473,174010.55929257668,935.6494393915631,187129.8878783126,43.0398742120119,65
Gebouw.14016380,https://data.vlaanderen.be/id/gebouw/14016380,14016380,2023-11-02 13:56:55,IngemetenGRB,Gerealiseerd,1558.072108310908,175778.23248214793,175693.68693882864,934.8432649865448,186968.65299730896,43.00279018938107,66
Gebouw.19739733,https://data.vlaanderen.be/id/gebouw/19739733,19739733,2023-11-03 04:53:05,IngemetenGRB,Gerealiseerd,1549.432581668063,174514.61387433432,173561.6916577472,929.6595490008377,185931.90980016754,42.76433925403854,67
Gebouw.14016483,https://data.vlaanderen.be/id/gebouw/14016483,14016483,2023-11-02 13:56:43,IngemetenGRB,Gerealiseerd,1531.4953101166434,173834.3037409353,171332.94466004,918.897186069986,183779.4372139972,42.26927055921936,68
Gebouw.12168309,https://data.vlaanderen.be/id/gebouw/12168309,12168309,2023-11-03 19:39:05,IngemetenGRB,Gerealiseerd,1515.4577676465256,176576.4399906627,172887.25352364368,909.2746605879153,181854.93211758306,41.8266343870441,69
Gebouw.14016191,https://data.vlaanderen.be/id/gebouw/14016191,14016191,2023-11-02 13:56:32,IngemetenGRB,Gehistoreerd,1468.0535899856932,174452.30352400552,172069.65033842542,880.8321539914159,176166.4307982832,40.51827908360514,70
Gebouw.13946977,https://data.vlaanderen.be/id/gebouw/13946977,13946977,2023-11-02 13:51:32,IngemetenGRB,Gehistoreerd,1458.2889432805557,173387.04754108752,174042.46557214585,874.9733659683334,174994.67319366668,40.24877483454333,71
Gebouw.14123782,https://data.vlaanderen.be/id/gebouw/14123782,14123782,2023-11-02 14:38:47,IngemetenGRB,Gerealiseerd,1457.2312978528903,173625.24600770924,175960.23816212296,874.3387787117341,174867.7557423468,40.21958382073977,72
Gebouw.14016131,https://data.vlaanderen.be/id/gebouw/14016131,14016131,2023-11-02 13:56:33,IngemetenGRB,Gehistoreerd,1457.1792115929331,173526.93941554535,175231.53923046554,874.3075269557598,174861.50539115196,40.21814623996495,73
Gebouw.14507880,https://data.vlaanderen.be/id/gebouw/14507880,14507880,2023-11-02 17:10:02,IngemetenGRB,Gerealiseerd,1441.5828857706929,175866.57329418833,170591.5318455256,864.9497314624157,172989.94629248313,39.78768764727112,74
Gebouw.19744247,https://data.vlaanderen.be/id/gebouw/19744247,19744247,2023-11-03 05:04:57,IngemetenGRB,Gerealiseerd,1406.1213467932005,173371.74781065146,172364.45615866868,843.6728080759202,168734.56161518404,38.80894917149233,75
Gebouw.13951176,https://data.vlaanderen.be/id/gebouw/13951176,13951176,2023-11-02 14:20:31,IngemetenGRB,Gehistoreerd,1398.7496028709318,172510.95857472776,174633.0319143463,839.249761722559,167849.9523445118,38.60548903923772,76
Gebouw.14174954,https://data.vlaanderen.be/id/gebouw/14174954,14174954,2023-11-02 16:10:50,IngemetenGRB,Gerealiseerd,1396.8878919955207,171740.65315611663,172791.8751408152,838.1327351973124,167626.5470394625,38.55410581907637,77
Gebouw.19739043,https://data.vlaanderen.be/id/gebouw/19739043,19739043,2025-08-27 01:53:45,IngemetenGRB,Gerealiseerd,1393.231694835039,173702.05265695456,174379.4829048571,835.9390169010234,167187.80338020468,38.45319477744708,78
Gebouw.12156284,https://data.vlaanderen.be/id/gebouw/12156284,12156284,2023-11-03 19:06:30,IngemetenGRB,Gehistoreerd,1385.4047709491156,177429.58600004952,168205.62888244496,831.2428625694694,166248.5725138939,38.2371716781956,79
Gebouw.18469497,https://data.vlaanderen.be/id/gebouw/18469497,18469497,2024-08-08 19:01:22,IngemetenGRB,Gerealiseerd,1353.3957485874726,173136.29336862065,178984.7268965451,812.0374491524835,162407.48983049672,37.353722661014245,80
Gebouw.19744685,https://data.vlaanderen.be/id/gebouw/19744685,19744685,2025-10-26 23:16:11,IngemetenGRB,Gerealiseerd,1337.5997331223423,173992.45758385744,175027.40256001352,802.5598398734054,160511.9679746811,36.91775263417665,81
Gebouw.14175329,https://data.vlaanderen.be/id/gebouw/14175329,14175329,2023-11-02 16:20:36,IngemetenGRB,Gehistoreerd,1310.448875029011,174659.38041047385,170981.62719836694,786.2693250174067,157253.86500348133,36.168388950800704,82
Gebouw.18656518,https://data.vlaanderen.be/id/gebouw/18656518,18656518,2023-11-02 18:26:09,IngemetenGRB,Gehistoreerd,1307.3323453652672,177119.88924005002,179914.99876406073,784.3994072191603,156879.88144383204,36.08237273208137,83
Gebouw.14015922,https://data.vlaanderen.be/id/gebouw/14015922,14015922,2023-11-02 13:56:36,IngemetenGRB,Gerealiseerd,1296.49166259679,172275.0364764992,173086.69416121795,777.894997558074,155578.9995116148,35.7831698876714,84
Gebouw.31225835,https://data.vlaanderen.be/id/gebouw/31225835,31225835,2024-04-15 17:11:30,IngemetenGRB,Gerealiseerd,1279.9471458972853,175278.15843902747,175074.76901384332,767.9682875383711,153593.65750767422,35.326541226765066,85
Gebouw.14108442,https://data.vlaanderen.be/id/gebouw/14108442,14108442,2023-11-02 16:54:15,IngemetenGRB,Gehistoreerd,1259.2332946626987,173640.21466645968,176027.46003159316,755.5399767976191,151107.99535952383,34.75483893269048,86
Gebouw.14152727,https://data.vlaanderen.be/id/gebouw/14152727,14152727,2023-11-02 16:09:21,IngemetenGRB,Gerealiseerd,1258.3184798032212,173090.0680379163,174141.00172497815,754.9910878819327,150998.21757638652,34.7295900425689,87
Gebouw.13951554,https://data.vlaanderen.be/id/gebouw/13951554,13951554,2023-11-02 14:20:41,IngemetenGRB,Gehistoreerd,1254.074251622354,174446.7193202184,173460.1921950961,752.4445509734124,150488.91019468248,34.61244934477697,88
Gebouw.31571857,https://data.vlaanderen.be/id/gebouw/31571857,31571857,2025-04-15 01:15:44,IngemetenGRB,Gerealiseerd,1247.420878344697,170383.59201518772,178121.96739866328,748.4525270068182,149690.50540136363,34.42881624231364,89
Gebouw.18253047,https://data.vlaanderen.be/id/gebouw/18253047,18253047,2023-11-02 13:19:38,IngemetenGRB,Gerealiseerd,1240.374270440192,170393.70144243797,171312.04612580934,744.2245622641152,148844.91245282305,34.2343298641493,90
Gebouw.14076397,https://data.vlaanderen.be/id/gebouw/14076397,14076397,2023-11-02 14:10:28,IngemetenGRB,Gerealiseerd,1211.9324425096938,172333.35959903154,179724.05249951745,727.1594655058162,145431.89310116324,33.44933541326755,91
Gebouw.30894240,https://data.vlaanderen.be/id/gebouw/30894240,30894240,2023-11-04 00:47:12,IngemetenGRB,Gerealiseerd,1208.8290974652234,174681.32722383685,179224.2240186137,725.297458479134,145059.4916958268,33.36368309004016,92
Gebouw.14019835,https://data.vlaanderen.be/id/gebouw/14019835,14019835,2024-01-08 09:39:58,IngemetenGRB,Gerealiseerd,1197.4333876866585,171841.07130577293,172132.7024588596,718.4600326119951,143692.00652239902,33.049161500151776,93
Gebouw.14051608,https://data.vlaanderen.be/id/gebouw/14051608,14051608,2023-11-02 14:27:01,IngemetenGRB,Gehistoreerd,1178.6427826217628,177505.15042176336,174943.31681577038,707.1856695730577,141437.13391461154,32.530540800360654,94
Gebouw.18080358,https://data.vlaanderen.be/id/gebouw/18080358,18080358,2023-11-02 06:49:12,IngemetenGRB,Gehistoreerd,1168.3821043843252,173128.2526897204,174242.77355482025,701.0292626305951,140205.852526119,32.24734608100737,95
Gebouw.14216531,https://data.vlaanderen.be/id/gebouw/14216531,14216531,2024-01-08 09:38:43,IngemetenGRB,Gerealiseerd,1166.2974769300833,171806.68046307255,171961.3943942136,699.77848615805,139955.69723161,32.1898103632703,96
Gebouw.14108004,https://data.vlaanderen.be/id/gebouw/14108004,14108004,2023-11-02 16:53:10,IngemetenGRB,Gehistoreerd,1164.258322529406,174710.10062784358,179455.28485450527,698.5549935176437,139710.99870352872,32.133529701811604,97
Gebouw.14571667,https://data.vlaanderen.be/id/gebouw/14571667,14571667,2023-11-02 15:44:29,IngemetenGRB,Gerealiseerd,1154.282158064154,174231.64223691513,173926.7309420864,692.5692948384923,138513.85896769847,31.85818756257065,98
Gebouw.18135148,https://data.vlaanderen.be/id/gebouw/18135148,18135148,2023-11-02 06:53:59,IngemetenGRB,Gerealiseerd,1147.5607883782222,173703.093878745,175165.6579367265,688.5364730269333,137707.29460538668,31.672677759238937,99
